,DateTime,Hydro,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Other Renewable
192,2017-01-01,0.197666666667,1.17358416667,4.86732,634.57842,12.4085016667,599.016005,30.4974283333
193,2017-02-01,0.200416666667,1.23073909091,5.19201090909,642.258701667,12.7135275,602.119713333,30.7860458333
194,2017-03-01,0.203194166667,1.265038,5.57736,648.6663175,12.9916291667,608.134315833,31.1924266667
195,2017-04-01,0.221944166667,1.27017444444,6.02582333333,654.910809167,13.0813791667,614.139485,31.4367158333
196,2017-05-01,0.2285275,1.2683,6.67291375,630.480115833,13.4487683333,589.038695,32.04192
197,2017-06-01,0.231694166667,1.26652285714,7.62504428571,632.3873625,13.3357375,590.8101575,32.0825775
198,2017-07-01,0.223110833333,1.68113,8.895885,635.217665,13.0845608333,593.613148333,32.0335658333
199,2017-08-01,0.213944166667,2.00105714286,,629.353655,13.1699866667,587.3243375,32.3759408333
200,2017-09-01,0.2260275,2.34188285714,,631.243698333,13.30288,588.504555,32.9746416667
201,2017-10-01,0.238444166667,2.50595833333,,628.427470833,13.4369975,585.01943,33.5339691667
202,2017-11-01,0.281110833333,2.79456666667,,621.158423333,13.5388625,577.0778675,34.0046941667
203,2017-12-01,0.3057775,,,602.150068333,13.5629083333,557.999526667,34.19582
204,2018-01-01,0.341694166667,,,597.231316667,13.5621716667,557.0005225,34.2774916667
205,2018-02-01,0.363360833333,,,592.788613333,14.1100916667,556.0927675,34.8450033333
206,2018-03-01,0.381363636364,,,607.363132727,14.0205627273,570.485612727,34.97752
207,2018-04-01,0.3754,,,616.729842,13.710842,580.099532,34.71007
208,2018-05-01,0.367888888889,,,626.555241111,13.5693911111,590.096025556,34.5469266667
209,2018-06-01,0.359875,,,637.6959025,13.8467225,600.61381125,35.12370625
210,2018-07-01,0.384,,,640.373862857,14.3061628571,602.787594286,35.5209542857
