,DateTime,Hydro,Coal,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Petroleum Coke,Other Renewable
156,2014-01-01,30.9294166667,8129.0615425,8.51057416667,13.6339625,9616.28264917,291.336808333,797.695536667,99.9113858333,332.392278333
157,2014-02-01,31.5133225,7962.797845,8.81155333333,13.1884625,9479.39136083,290.9725775,823.380209167,98.8179591667,332.425164167
158,2014-03-01,32.35715,7823.63720583,9.253795,13.6330616667,9431.17160333,304.424956667,887.06245,108.433821667,346.4423725
159,2014-04-01,30.7504783333,7631.21402,9.7594075,13.953435,9296.03723417,312.842811667,950.564985833,94.4783316667,355.8576525
160,2014-05-01,30.1924416667,7517.37353917,10.3149791667,13.4993491667,9225.62814,315.970731667,1002.26787833,85.9324966667,360.028039167
161,2014-06-01,31.8851191667,7386.71978,10.7522933333,13.5672566667,9126.62798583,321.0317175,1032.68234583,79.2921291667,366.222085833
162,2014-07-01,32.0553725,7227.54804,11.082845,14.17324,9031.9517175,327.850503333,1078.76197083,83.595085,373.34307
163,2014-08-01,30.4070341667,7171.98905083,11.5089766667,14.0076333333,9036.72304083,328.573865833,1133.96764,85.1323166667,375.033848333
164,2014-09-01,31.4294025,7050.48733083,11.9565333333,13.94538,8971.75033417,333.884605,1180.590395,86.35526,381.16647
165,2014-10-01,31.0576575,6978.21615167,12.1943683333,13.9988233333,8950.10400833,338.566678333,1223.21047667,87.3562425,386.68645
166,2014-11-01,31.3344141667,6884.27423667,12.3504041667,13.9223925,8902.35294917,354.532648333,1253.5302425,87.4267366667,403.20496
167,2014-12-01,32.0219466667,6732.88216583,12.6397283333,13.271475,8794.58238583,358.497916667,1283.3948825,97.0164958333,407.9685275
168,2015-01-01,31.769665,6519.22396083,13.0081666667,13.2401066667,8668.27289833,376.26225,1355.24888333,98.2601383333,426.471058333
169,2015-02-01,32.3257408333,6419.13175,13.1345075,13.111045,8616.6399625,396.68704,1376.98226417,103.6636925,447.269766667
170,2015-03-01,31.5285875,6296.09791583,13.8094025,11.9789208333,8500.68407333,409.888996667,1366.142675,105.48514,461.858549167
171,2015-04-01,33.0377091667,6202.70814083,13.9732908333,11.6976408333,8432.42921833,417.0612875,1376.004555,109.229529167,469.621918333
172,2015-05-01,35.3891558333,6176.16558167,14.1409775,11.8174158333,8409.89513083,419.23869,1363.47204583,117.767718333,472.027449167
173,2015-06-01,34.2023558333,6092.088385,14.6322916667,11.4113216667,8373.67648417,422.34184,1411.41991083,114.589753333,475.636101667
174,2015-07-01,34.8835575,6063.6161325,15.0567633333,10.4353391667,8383.4173725,422.976724167,1465.87706917,100.4584625,476.380258333
175,2015-08-01,36.8322633333,6012.56256,15.7119825,10.3798766667,8364.04011833,422.029045833,1512.49023333,87.9509758333,475.679761667
176,2015-09-01,37.4694383333,5973.627765,16.3165816667,10.0972525,8365.89091917,420.640949167,1566.96433167,77.5917591667,474.58472
177,2015-10-01,36.908645,5927.5277025,17.1324591667,9.8480725,8341.70285083,422.9067425,1601.78307833,67.0389975,476.871324167
178,2015-11-01,36.3753916667,5890.093785,17.8708583333,9.53117833333,8328.59724333,418.1961425,1634.25627583,66.2345616667,472.2120575
179,2015-12-01,35.7779633333,5869.81814833,18.419955,9.50648666667,8318.37247083,411.761071667,1667.52758,51.349735,466.203723333
180,2016-01-01,35.522085,6044.42335,18.8200491667,9.45570333333,8479.92157917,408.289500833,1666.30495667,41.4115666667,463.17537
181,2016-02-01,34.7769025,6093.40431917,18.6863133333,9.23711166667,8477.78875833,390.400484167,1650.13422833,25.9862525,445.4918925
182,2016-03-01,35.3484475,6066.06679417,18.7396733333,9.03161416667,8405.30289,375.505001667,1634.87833917,12.2825783333,430.805305833
183,2016-04-01,35.4310866667,6085.39082833,19.2711933333,8.63637916667,8414.0183025,371.344468333,1632.59892833,8.53818916667,427.049211667
184,2016-05-01,34.3362058333,6050.3015075,20.038545,8.73491166667,8380.63458833,373.1479275,1643.326335,0.0,429.451480833
185,2016-06-01,33.9312308333,6037.24503583,20.9649241667,8.8985475,8292.72917583,370.695926667,1575.67852417,0.0,427.766596667
186,2016-07-01,32.4551858333,6004.60497583,22.1457583333,9.26532416667,8220.4198175,369.867814167,1540.74881583,0.0,428.72981
187,2016-08-01,30.6828466667,6032.4310225,23.0064216667,9.01020916667,8227.784135,368.356129167,1526.43703917,0.0,428.435350833
188,2016-09-01,28.9257833333,6010.84686083,23.7126941667,8.98523,8173.31191083,370.4001525,1494.88312417,0.0,431.573163333
189,2016-10-01,28.6585075,5935.50624583,24.2153366667,9.10029916667,8101.30264417,371.093286667,1499.68656833,0.0,433.106246667
190,2016-11-01,27.4806125,5969.09786167,24.04341,9.69107583333,8139.00706667,381.8640175,1492.67575083,0.0,444.3912975
191,2016-12-01,25.9407008333,6024.74274167,23.67336,10.2581675,8184.68877583,399.118291667,1468.00790917,0.0,461.727893333
192,2017-01-01,25.5066675,6032.07972083,23.1395566667,10.4435891667,8244.15154,424.115834167,1497.993075,0.0,486.705625
193,2017-02-01,24.9487841667,6103.39659833,24.0002166667,11.0822358333,8377.38539333,444.581695833,1540.94699417,0.0,507.9516925
194,2017-03-01,24.9436491667,6072.31380667,24.3073208333,11.0813133333,8376.82140833,455.499603333,1564.0004825,0.0,519.118641667
195,2017-04-01,24.834525,6136.66116333,24.8427908333,11.4690583333,8454.999145,466.621389167,1566.86782917,0.0,531.001989167
196,2017-05-01,25.189015,6226.80541417,25.6019158333,10.9354075,8589.4925275,468.74981,1609.86419417,0.0,534.068784167
197,2017-06-01,25.6246341667,6281.21234667,26.2062083333,10.947845,8773.39924917,474.231849167,1733.34902167,0.0,540.158630833
198,2017-07-01,25.8797883333,6336.28559333,27.3715208333,10.81912,8923.92705333,482.896370833,1815.9202025,0.0,549.902295
199,2017-08-01,25.9589475,6274.55715333,27.9498516667,11.0398275,8964.469855,494.5382325,1901.10404583,0.0,561.9804675
200,2017-09-01,26.10297,6285.079025,28.7809041667,11.5429758333,9073.00406333,507.367858333,1982.64313417,0.0,575.739884167
201,2017-10-01,26.4325841667,6374.90319083,29.5963891667,11.7090258333,9210.82783,514.2055975,2021.2432125,0.0,583.453498333
202,2017-11-01,26.8238025,6413.00456583,30.5045108333,11.5169066667,9279.43228167,504.545906667,2060.5815875,0.0,574.698579167
203,2017-12-01,27.407375,6505.65635417,31.05469,11.4615108333,9407.67951,488.930215833,2108.29920417,0.0,559.4464825
204,2018-01-01,28.5362025,6458.44594333,31.820825,10.9443425,9345.84359917,466.3979075,2112.85976,0.0,537.558541667
205,2018-02-01,29.6875066667,6317.72354167,32.0711808333,10.4379075,9240.55612667,460.0700775,2153.05495083,0.0,531.336114167
206,2018-03-01,30.0682536364,6421.53643,33.0299818182,10.7309272727,9390.26340455,454.258978182,2199.49309,0.0,526.619262727
207,2018-04-01,30.282507,6443.550717,33.556909,10.728783,9439.735878,440.307445,2240.669098,0.0,513.088636
208,2018-05-01,30.4851111111,6517.05924,33.3835966667,11.2683244444,9568.42751556,433.83487,2298.38752444,0.0,506.49589
209,2018-06-01,30.69001125,6644.235605,32.66816125,11.0610625,9690.98198875,433.20987875,2290.51662125,0.0,505.18440125
210,2018-07-01,31.1956971429,6613.88337857,30.37116,11.0077171429,9654.86817286,441.739837143,2277.49566714,0.0,511.31675
